№	Code	Browser	Sample	Sample Fallback	CLDR Short Name
183	U+1F481 U+1F3FE U+200D U+2640 U+FE0F	💁🏾‍♀️	💁🏾‍♀️	💁🏾 ♀	woman tipping hand: medium-dark skin tone
184	U+1F481 U+1F3FF U+200D U+2640 U+FE0F	💁🏿‍♀️	💁🏿‍♀️	💁🏿 ♀	woman tipping hand: dark skin tone
185	U+1F64B U+200D U+2642 U+FE0F	🙋‍♂️	🙋‍♂️	🙋 ♂	man raising hand
186	U+1F64B U+1F3FB U+200D U+2642 U+FE0F	🙋🏻‍♂️	🙋🏻‍♂️	🙋🏻 ♂	man raising hand: light skin tone
187	U+1F64B U+1F3FC U+200D U+2642 U+FE0F	🙋🏼‍♂️	🙋🏼‍♂️	🙋🏼 ♂	man raising hand: medium-light skin tone
188	U+1F64B U+1F3FD U+200D U+2642 U+FE0F	🙋🏽‍♂️	🙋🏽‍♂️	🙋🏽 ♂	man raising hand: medium skin tone
189	U+1F64B U+1F3FE U+200D U+2642 U+FE0F	🙋🏾‍♂️	🙋🏾‍♂️	🙋🏾 ♂	man raising hand: medium-dark skin tone
190	U+1F64B U+1F3FF U+200D U+2642 U+FE0F	🙋🏿‍♂️	🙋🏿‍♂️	🙋🏿 ♂	man raising hand: dark skin tone
191	U+1F64B U+200D U+2640 U+FE0F	🙋‍♀️	🙋‍♀️	🙋 ♀	woman raising hand
192	U+1F64B U+1F3FB U+200D U+2640 U+FE0F	🙋🏻‍♀️	🙋🏻‍♀️	🙋🏻 ♀	woman raising hand: light skin tone
193	U+1F64B U+1F3FC U+200D U+2640 U+FE0F	🙋🏼‍♀️	🙋🏼‍♀️	🙋🏼 ♀	woman raising hand: medium-light skin tone
194	U+1F64B U+1F3FD U+200D U+2640 U+FE0F	🙋🏽‍♀️	🙋🏽‍♀️	🙋🏽 ♀	woman raising hand: medium skin tone
195	U+1F64B U+1F3FE U+200D U+2640 U+FE0F	🙋🏾‍♀️	🙋🏾‍♀️	🙋🏾 ♀	woman raising hand: medium-dark skin tone
196	U+1F64B U+1F3FF U+200D U+2640 U+FE0F	🙋🏿‍♀️	🙋🏿‍♀️	🙋🏿 ♀	woman raising hand: dark skin tone
197	U+1F9CF U+200D U+2642 U+FE0F	🧏‍♂️	🧏‍♂️	🧏 ♂	deaf man
198	U+1F9CF U+1F3FB U+200D U+2642 U+FE0F	🧏🏻‍♂️	🧏🏻‍♂️	🧏🏻 ♂	deaf man: light skin tone
199	U+1F9CF U+1F3FC U+200D U+2642 U+FE0F	🧏🏼‍♂️	🧏🏼‍♂️	🧏🏼 ♂	deaf man: medium-light skin tone
200	U+1F9CF U+1F3FD U+200D U+2642 U+FE0F	🧏🏽‍♂️	🧏🏽‍♂️	🧏🏽 ♂	deaf man: medium skin tone
201	U+1F9CF U+1F3FE U+200D U+2642 U+FE0F	🧏🏾‍♂️	🧏🏾‍♂️	🧏🏾 ♂	deaf man: medium-dark skin tone
202	U+1F9CF U+1F3FF U+200D U+2642 U+FE0F	🧏🏿‍♂️	🧏🏿‍♂️	🧏🏿 ♂	deaf man: dark skin tone
203	U+1F9CF U+200D U+2640 U+FE0F	🧏‍♀️	🧏‍♀️	🧏 ♀	deaf woman
204	U+1F9CF U+1F3FB U+200D U+2640 U+FE0F	🧏🏻‍♀️	🧏🏻‍♀️	🧏🏻 ♀	deaf woman: light skin tone
205	U+1F9CF U+1F3FC U+200D U+2640 U+FE0F	🧏🏼‍♀️	🧏🏼‍♀️	🧏🏼 ♀	deaf woman: medium-light skin tone
206	U+1F9CF U+1F3FD U+200D U+2640 U+FE0F	🧏🏽‍♀️	🧏🏽‍♀️	🧏🏽 ♀	deaf woman: medium skin tone
207	U+1F9CF U+1F3FE U+200D U+2640 U+FE0F	🧏🏾‍♀️	🧏🏾‍♀️	🧏🏾 ♀	deaf woman: medium-dark skin tone
208	U+1F9CF U+1F3FF U+200D U+2640 U+FE0F	🧏🏿‍♀️	🧏🏿‍♀️	🧏🏿 ♀	deaf woman: dark skin tone
209	U+1F647 U+200D U+2642 U+FE0F	🙇‍♂️	🙇‍♂️	🙇 ♂	man bowing
210	U+1F647 U+1F3FB U+200D U+2642 U+FE0F	🙇🏻‍♂️	🙇🏻‍♂️	🙇🏻 ♂	man bowing: light skin tone
211	U+1F647 U+1F3FC U+200D U+2642 U+FE0F	🙇🏼‍♂️	🙇🏼‍♂️	🙇🏼 ♂	man bowing: medium-light skin tone
212	U+1F647 U+1F3FD U+200D U+2642 U+FE0F	🙇🏽‍♂️	🙇🏽‍♂️	🙇🏽 ♂	man bowing: medium skin tone
213	U+1F647 U+1F3FE U+200D U+2642 U+FE0F	🙇🏾‍♂️	🙇🏾‍♂️	🙇🏾 ♂	man bowing: medium-dark skin tone
214	U+1F647 U+1F3FF U+200D U+2642 U+FE0F	🙇🏿‍♂️	🙇🏿‍♂️	🙇🏿 ♂	man bowing: dark skin tone
215	U+1F647 U+200D U+2640 U+FE0F	🙇‍♀️	🙇‍♀️	🙇 ♀	woman bowing
216	U+1F647 U+1F3FB U+200D U+2640 U+FE0F	🙇🏻‍♀️	🙇🏻‍♀️	🙇🏻 ♀	woman bowing: light skin tone
217	U+1F647 U+1F3FC U+200D U+2640 U+FE0F	🙇🏼‍♀️	🙇🏼‍♀️	🙇🏼 ♀	woman bowing: medium-light skin tone
218	U+1F647 U+1F3FD U+200D U+2640 U+FE0F	🙇🏽‍♀️	🙇🏽‍♀️	🙇🏽 ♀	woman bowing: medium skin tone
219	U+1F647 U+1F3FE U+200D U+2640 U+FE0F	🙇🏾‍♀️	🙇🏾‍♀️	🙇🏾 ♀	woman bowing: medium-dark skin tone
220	U+1F647 U+1F3FF U+200D U+2640 U+FE0F	🙇🏿‍♀️	🙇🏿‍♀️	🙇🏿 ♀	woman bowing: dark skin tone
221	U+1F926 U+200D U+2642 U+FE0F	🤦‍♂️	🤦‍♂️	🤦 ♂	man facepalming
222	U+1F926 U+1F3FB U+200D U+2642 U+FE0F	🤦🏻‍♂️	🤦🏻‍♂️	🤦🏻 ♂	man facepalming: light skin tone
223	U+1F926 U+1F3FC U+200D U+2642 U+FE0F	🤦🏼‍♂️	🤦🏼‍♂️	🤦🏼 ♂	man facepalming: medium-light skin tone
224	U+1F926 U+1F3FD U+200D U+2642 U+FE0F	🤦🏽‍♂️	🤦🏽‍♂️	🤦🏽 ♂	man facepalming: medium skin tone
225	U+1F926 U+1F3FE U+200D U+2642 U+FE0F	🤦🏾‍♂️	🤦🏾‍♂️	🤦🏾 ♂	man facepalming: medium-dark skin tone
226	U+1F926 U+1F3FF U+200D U+2642 U+FE0F	🤦🏿‍♂️	🤦🏿‍♂️	🤦🏿 ♂	man facepalming: dark skin tone
227	U+1F926 U+200D U+2640 U+FE0F	🤦‍♀️	🤦‍♀️	🤦 ♀	woman facepalming
228	U+1F926 U+1F3FB U+200D U+2640 U+FE0F	🤦🏻‍♀️	🤦🏻‍♀️	🤦🏻 ♀	woman facepalming: light skin tone
229	U+1F926 U+1F3FC U+200D U+2640 U+FE0F	🤦🏼‍♀️	🤦🏼‍♀️	🤦🏼 ♀	woman facepalming: medium-light skin tone
230	U+1F926 U+1F3FD U+200D U+2640 U+FE0F	🤦🏽‍♀️	🤦🏽‍♀️	🤦🏽 ♀	woman facepalming: medium skin tone
231	U+1F926 U+1F3FE U+200D U+2640 U+FE0F	🤦🏾‍♀️	🤦🏾‍♀️	🤦🏾 ♀	woman facepalming: medium-dark skin tone
232	U+1F926 U+1F3FF U+200D U+2640 U+FE0F	🤦🏿‍♀️	🤦🏿‍♀️	🤦🏿 ♀	woman facepalming: dark skin tone
233	U+1F937 U+200D U+2642 U+FE0F	🤷‍♂️	🤷‍♂️	🤷 ♂	man shrugging
234	U+1F937 U+1F3FB U+200D U+2642 U+FE0F	🤷🏻‍♂️	🤷🏻‍♂️	🤷🏻 ♂	man shrugging: light skin tone
235	U+1F937 U+1F3FC U+200D U+2642 U+FE0F	🤷🏼‍♂️	🤷🏼‍♂️	🤷🏼 ♂	man shrugging: medium-light skin tone
236	U+1F937 U+1F3FD U+200D U+2642 U+FE0F	🤷🏽‍♂️	🤷🏽‍♂️	🤷🏽 ♂	man shrugging: medium skin tone
237	U+1F937 U+1F3FE U+200D U+2642 U+FE0F	🤷🏾‍♂️	🤷🏾‍♂️	🤷🏾 ♂	man shrugging: medium-dark skin tone
238	U+1F937 U+1F3FF U+200D U+2642 U+FE0F	🤷🏿‍♂️	🤷🏿‍♂️	🤷🏿 ♂	man shrugging: dark skin tone
239	U+1F937 U+200D U+2640 U+FE0F	🤷‍♀️	🤷‍♀️	🤷 ♀	woman shrugging
240	U+1F937 U+1F3FB U+200D U+2640 U+FE0F	🤷🏻‍♀️	🤷🏻‍♀️	🤷🏻 ♀	woman shrugging: light skin tone
241	U+1F937 U+1F3FC U+200D U+2640 U+FE0F	🤷🏼‍♀️	🤷🏼‍♀️	🤷🏼 ♀	woman shrugging: medium-light skin tone
242	U+1F937 U+1F3FD U+200D U+2640 U+FE0F	🤷🏽‍♀️	🤷🏽‍♀️	🤷🏽 ♀	woman shrugging: medium skin tone
243	U+1F937 U+1F3FE U+200D U+2640 U+FE0F	🤷🏾‍♀️	🤷🏾‍♀️	🤷🏾 ♀	woman shrugging: medium-dark skin tone
244	U+1F937 U+1F3FF U+200D U+2640 U+FE0F	🤷🏿‍♀️	🤷🏿‍♀️	🤷🏿 ♀	woman shrugging: dark skin tone
245	U+1F9D1 U+200D U+2695 U+FE0F	🧑‍⚕️	🧑‍⚕️	🧑 ⚕	health worker
246	U+1F9D1 U+1F3FB U+200D U+2695 U+FE0F	🧑🏻‍⚕️	🧑🏻‍⚕️	🧑🏻 ⚕	health worker: light skin tone
247	U+1F9D1 U+1F3FC U+200D U+2695 U+FE0F	🧑🏼‍⚕️	🧑🏼‍⚕️	🧑🏼 ⚕	health worker: medium-light skin tone
248	U+1F9D1 U+1F3FD U+200D U+2695 U+FE0F	🧑🏽‍⚕️	🧑🏽‍⚕️	🧑🏽 ⚕	health worker: medium skin tone
249	U+1F9D1 U+1F3FE U+200D U+2695 U+FE0F	🧑🏾‍⚕️	🧑🏾‍⚕️	🧑🏾 ⚕	health worker: medium-dark skin tone
250	U+1F9D1 U+1F3FF U+200D U+2695 U+FE0F	🧑🏿‍⚕️	🧑🏿‍⚕️	🧑🏿 ⚕	health worker: dark skin tone
251	U+1F468 U+200D U+2695 U+FE0F	👨‍⚕️	👨‍⚕️	👨 ⚕	man health worker
252	U+1F468 U+1F3FB U+200D U+2695 U+FE0F	👨🏻‍⚕️	👨🏻‍⚕️	👨🏻 ⚕	man health worker: light skin tone
253	U+1F468 U+1F3FC U+200D U+2695 U+FE0F	👨🏼‍⚕️	👨🏼‍⚕️	👨🏼 ⚕	man health worker: medium-light skin tone
254	U+1F468 U+1F3FD U+200D U+2695 U+FE0F	👨🏽‍⚕️	👨🏽‍⚕️	👨🏽 ⚕	man health worker: medium skin tone
255	U+1F468 U+1F3FE U+200D U+2695 U+FE0F	👨🏾‍⚕️	👨🏾‍⚕️	👨🏾 ⚕	man health worker: medium-dark skin tone
256	U+1F468 U+1F3FF U+200D U+2695 U+FE0F	👨🏿‍⚕️	👨🏿‍⚕️	👨🏿 ⚕	man health worker: dark skin tone
257	U+1F469 U+200D U+2695 U+FE0F	👩‍⚕️	👩‍⚕️	👩 ⚕	woman health worker
258	U+1F469 U+1F3FB U+200D U+2695 U+FE0F	👩🏻‍⚕️	👩🏻‍⚕️	👩🏻 ⚕	woman health worker: light skin tone
259	U+1F469 U+1F3FC U+200D U+2695 U+FE0F	👩🏼‍⚕️	👩🏼‍⚕️	👩🏼 ⚕	woman health worker: medium-light skin tone
260	U+1F469 U+1F3FD U+200D U+2695 U+FE0F	👩🏽‍⚕️	👩🏽‍⚕️	👩🏽 ⚕	woman health worker: medium skin tone
261	U+1F469 U+1F3FE U+200D U+2695 U+FE0F	👩🏾‍⚕️	👩🏾‍⚕️	👩🏾 ⚕	woman health worker: medium-dark skin tone
262	U+1F469 U+1F3FF U+200D U+2695 U+FE0F	👩🏿‍⚕️	👩🏿‍⚕️	👩🏿 ⚕	woman health worker: dark skin tone
263	U+1F9D1 U+200D U+1F393	🧑‍🎓	🧑‍🎓	🧑 🎓	student
264	U+1F9D1 U+1F3FB U+200D U+1F393	🧑🏻‍🎓	🧑🏻‍🎓	🧑🏻 🎓	student: light skin tone
265	U+1F9D1 U+1F3FC U+200D U+1F393	🧑🏼‍🎓	🧑🏼‍🎓	🧑🏼 🎓	student: medium-light skin tone
266	U+1F9D1 U+1F3FD U+200D U+1F393	🧑🏽‍🎓	🧑🏽‍🎓	🧑🏽 🎓	student: medium skin tone
267	U+1F9D1 U+1F3FE U+200D U+1F393	🧑🏾‍🎓	🧑🏾‍🎓	🧑🏾 🎓	student: medium-dark skin tone
268	U+1F9D1 U+1F3FF U+200D U+1F393	🧑🏿‍🎓	🧑🏿‍🎓	🧑🏿 🎓	student: dark skin tone
269	U+1F468 U+200D U+1F393	👨‍🎓	👨‍🎓	👨 🎓	man student
270	U+1F468 U+1F3FB U+200D U+1F393	👨🏻‍🎓	👨🏻‍🎓	👨🏻 🎓	man student: light skin tone
271	U+1F468 U+1F3FC U+200D U+1F393	👨🏼‍🎓	👨🏼‍🎓	👨🏼 🎓	man student: medium-light skin tone
272	U+1F468 U+1F3FD U+200D U+1F393	👨🏽‍🎓	👨🏽‍🎓	👨🏽 🎓	man student: medium skin tone
273	U+1F468 U+1F3FE U+200D U+1F393	👨🏾‍🎓	👨🏾‍🎓	👨🏾 🎓	man student: medium-dark skin tone
274	U+1F468 U+1F3FF U+200D U+1F393	👨🏿‍🎓	👨🏿‍🎓	👨🏿 🎓	man student: dark skin tone
275	U+1F469 U+200D U+1F393	👩‍🎓	👩‍🎓	👩 🎓	woman student
276	U+1F469 U+1F3FB U+200D U+1F393	👩🏻‍🎓	👩🏻‍🎓	👩🏻 🎓	woman student: light skin tone
277	U+1F469 U+1F3FC U+200D U+1F393	👩🏼‍🎓	👩🏼‍🎓	👩🏼 🎓	woman student: medium-light skin tone
278	U+1F469 U+1F3FD U+200D U+1F393	👩🏽‍🎓	👩🏽‍🎓	👩🏽 🎓	woman student: medium skin tone
279	U+1F469 U+1F3FE U+200D U+1F393	👩🏾‍🎓	👩🏾‍🎓	👩🏾 🎓	woman student: medium-dark skin tone
280	U+1F469 U+1F3FF U+200D U+1F393	👩🏿‍🎓	👩🏿‍🎓	👩🏿 🎓	woman student: dark skin tone
281	U+1F9D1 U+200D U+1F3EB	🧑‍🏫	🧑‍🏫	🧑 🏫	teacher
282	U+1F9D1 U+1F3FB U+200D U+1F3EB	🧑🏻‍🏫	🧑🏻‍🏫	🧑🏻 🏫	teacher: light skin tone
283	U+1F9D1 U+1F3FC U+200D U+1F3EB	🧑🏼‍🏫	🧑🏼‍🏫	🧑🏼 🏫	teacher: medium-light skin tone
284	U+1F9D1 U+1F3FD U+200D U+1F3EB	🧑🏽‍🏫	🧑🏽‍🏫	🧑🏽 🏫	teacher: medium skin tone
285	U+1F9D1 U+1F3FE U+200D U+1F3EB	🧑🏾‍🏫	🧑🏾‍🏫	🧑🏾 🏫	teacher: medium-dark skin tone
286	U+1F9D1 U+1F3FF U+200D U+1F3EB	🧑🏿‍🏫	🧑🏿‍🏫	🧑🏿 🏫	teacher: dark skin tone
287	U+1F468 U+200D U+1F3EB	👨‍🏫	👨‍🏫	👨 🏫	man teacher
288	U+1F468 U+1F3FB U+200D U+1F3EB	👨🏻‍🏫	👨🏻‍🏫	👨🏻 🏫	man teacher: light skin tone
289	U+1F468 U+1F3FC U+200D U+1F3EB	👨🏼‍🏫	👨🏼‍🏫	👨🏼 🏫	man teacher: medium-light skin tone
290	U+1F468 U+1F3FD U+200D U+1F3EB	👨🏽‍🏫	👨🏽‍🏫	👨🏽 🏫	man teacher: medium skin tone
291	U+1F468 U+1F3FE U+200D U+1F3EB	👨🏾‍🏫	👨🏾‍🏫	👨🏾 🏫	man teacher: medium-dark skin tone
292	U+1F468 U+1F3FF U+200D U+1F3EB	👨🏿‍🏫	👨🏿‍🏫	👨🏿 🏫	man teacher: dark skin tone
293	U+1F469 U+200D U+1F3EB	👩‍🏫	👩‍🏫	👩 🏫	woman teacher
294	U+1F469 U+1F3FB U+200D U+1F3EB	👩🏻‍🏫	👩🏻‍🏫	👩🏻 🏫	woman teacher: light skin tone
295	U+1F469 U+1F3FC U+200D U+1F3EB	👩🏼‍🏫	👩🏼‍🏫	👩🏼 🏫	woman teacher: medium-light skin tone
296	U+1F469 U+1F3FD U+200D U+1F3EB	👩🏽‍🏫	👩🏽‍🏫	👩🏽 🏫	woman teacher: medium skin tone
297	U+1F469 U+1F3FE U+200D U+1F3EB	👩🏾‍🏫	👩🏾‍🏫	👩🏾 🏫	woman teacher: medium-dark skin tone
298	U+1F469 U+1F3FF U+200D U+1F3EB	👩🏿‍🏫	👩🏿‍🏫	👩🏿 🏫	woman teacher: dark skin tone
299	U+1F9D1 U+200D U+2696 U+FE0F	🧑‍⚖️	🧑‍⚖️	🧑 ⚖	judge
300	U+1F9D1 U+1F3FB U+200D U+2696 U+FE0F	🧑🏻‍⚖️	🧑🏻‍⚖️	🧑🏻 ⚖	judge: light skin tone
301	U+1F9D1 U+1F3FC U+200D U+2696 U+FE0F	🧑🏼‍⚖️	🧑🏼‍⚖️	🧑🏼 ⚖	judge: medium-light skin tone
302	U+1F9D1 U+1F3FD U+200D U+2696 U+FE0F	🧑🏽‍⚖️	🧑🏽‍⚖️	🧑🏽 ⚖	judge: medium skin tone
303	U+1F9D1 U+1F3FE U+200D U+2696 U+FE0F	🧑🏾‍⚖️	🧑🏾‍⚖️	🧑🏾 ⚖	judge: medium-dark skin tone
304	U+1F9D1 U+1F3FF U+200D U+2696 U+FE0F	🧑🏿‍⚖️	🧑🏿‍⚖️	🧑🏿 ⚖	judge: dark skin tone
305	U+1F468 U+200D U+2696 U+FE0F	👨‍⚖️	👨‍⚖️	👨 ⚖	man judge
306	U+1F468 U+1F3FB U+200D U+2696 U+FE0F	👨🏻‍⚖️	👨🏻‍⚖️	👨🏻 ⚖	man judge: light skin tone
307	U+1F468 U+1F3FC U+200D U+2696 U+FE0F	👨🏼‍⚖️	👨🏼‍⚖️	👨🏼 ⚖	man judge: medium-light skin tone
308	U+1F468 U+1F3FD U+200D U+2696 U+FE0F	👨🏽‍⚖️	👨🏽‍⚖️	👨🏽 ⚖	man judge: medium skin tone
309	U+1F468 U+1F3FE U+200D U+2696 U+FE0F	👨🏾‍⚖️	👨🏾‍⚖️	👨🏾 ⚖	man judge: medium-dark skin tone
310	U+1F468 U+1F3FF U+200D U+2696 U+FE0F	👨🏿‍⚖️	👨🏿‍⚖️	👨🏿 ⚖	man judge: dark skin tone
311	U+1F469 U+200D U+2696 U+FE0F	👩‍⚖️	👩‍⚖️	👩 ⚖	woman judge
312	U+1F469 U+1F3FB U+200D U+2696 U+FE0F	👩🏻‍⚖️	👩🏻‍⚖️	👩🏻 ⚖	woman judge: light skin tone
313	U+1F469 U+1F3FC U+200D U+2696 U+FE0F	👩🏼‍⚖️	👩🏼‍⚖️	👩🏼 ⚖	woman judge: medium-light skin tone
314	U+1F469 U+1F3FD U+200D U+2696 U+FE0F	👩🏽‍⚖️	👩🏽‍⚖️	👩🏽 ⚖	woman judge: medium skin tone
315	U+1F469 U+1F3FE U+200D U+2696 U+FE0F	👩🏾‍⚖️	👩🏾‍⚖️	👩🏾 ⚖	woman judge: medium-dark skin tone
316	U+1F469 U+1F3FF U+200D U+2696 U+FE0F	👩🏿‍⚖️	👩🏿‍⚖️	👩🏿 ⚖	woman judge: dark skin tone
317	U+1F9D1 U+200D U+1F33E	🧑‍🌾	🧑‍🌾	🧑 🌾	farmer
318	U+1F9D1 U+1F3FB U+200D U+1F33E	🧑🏻‍🌾	🧑🏻‍🌾	🧑🏻 🌾	farmer: light skin tone
319	U+1F9D1 U+1F3FC U+200D U+1F33E	🧑🏼‍🌾	🧑🏼‍🌾	🧑🏼 🌾	farmer: medium-light skin tone
320	U+1F9D1 U+1F3FD U+200D U+1F33E	🧑🏽‍🌾	🧑🏽‍🌾	🧑🏽 🌾	farmer: medium skin tone
321	U+1F9D1 U+1F3FE U+200D U+1F33E	🧑🏾‍🌾	🧑🏾‍🌾	🧑🏾 🌾	farmer: medium-dark skin tone
322	U+1F9D1 U+1F3FF U+200D U+1F33E	🧑🏿‍🌾	🧑🏿‍🌾	🧑🏿 🌾	farmer: dark skin tone
323	U+1F468 U+200D U+1F33E	👨‍🌾	👨‍🌾	👨 🌾	man farmer
324	U+1F468 U+1F3FB U+200D U+1F33E	👨🏻‍🌾	👨🏻‍🌾	👨🏻 🌾	man farmer: light skin tone
325	U+1F468 U+1F3FC U+200D U+1F33E	👨🏼‍🌾	👨🏼‍🌾	👨🏼 🌾	man farmer: medium-light skin tone
326	U+1F468 U+1F3FD U+200D U+1F33E	👨🏽‍🌾	👨🏽‍🌾	👨🏽 🌾	man farmer: medium skin tone
327	U+1F468 U+1F3FE U+200D U+1F33E	👨🏾‍🌾	👨🏾‍🌾	👨🏾 🌾	man farmer: medium-dark skin tone
328	U+1F468 U+1F3FF U+200D U+1F33E	👨🏿‍🌾	👨🏿‍🌾	👨🏿 🌾	man farmer: dark skin tone
329	U+1F469 U+200D U+1F33E	👩‍🌾	👩‍🌾	👩 🌾	woman farmer
330	U+1F469 U+1F3FB U+200D U+1F33E	👩🏻‍🌾	👩🏻‍🌾	👩🏻 🌾	woman farmer: light skin tone
331	U+1F469 U+1F3FC U+200D U+1F33E	👩🏼‍🌾	👩🏼‍🌾	👩🏼 🌾	woman farmer: medium-light skin tone
332	U+1F469 U+1F3FD U+200D U+1F33E	👩🏽‍🌾	👩🏽‍🌾	👩🏽 🌾	woman farmer: medium skin tone
333	U+1F469 U+1F3FE U+200D U+1F33E	👩🏾‍🌾	👩🏾‍🌾	👩🏾 🌾	woman farmer: medium-dark skin tone
334	U+1F469 U+1F3FF U+200D U+1F33E	👩🏿‍🌾	👩🏿‍🌾	👩🏿 🌾	woman farmer: dark skin tone
335	U+1F9D1 U+200D U+1F373	🧑‍🍳	🧑‍🍳	🧑 🍳	cook
336	U+1F9D1 U+1F3FB U+200D U+1F373	🧑🏻‍🍳	🧑🏻‍🍳	🧑🏻 🍳	cook: light skin tone
337	U+1F9D1 U+1F3FC U+200D U+1F373	🧑🏼‍🍳	🧑🏼‍🍳	🧑🏼 🍳	cook: medium-light skin tone
338	U+1F9D1 U+1F3FD U+200D U+1F373	🧑🏽‍🍳	🧑🏽‍🍳	🧑🏽 🍳	cook: medium skin tone
339	U+1F9D1 U+1F3FE U+200D U+1F373	🧑🏾‍🍳	🧑🏾‍🍳	🧑🏾 🍳	cook: medium-dark skin tone
340	U+1F9D1 U+1F3FF U+200D U+1F373	🧑🏿‍🍳	🧑🏿‍🍳	🧑🏿 🍳	cook: dark skin tone
341	U+1F468 U+200D U+1F373	👨‍🍳	👨‍🍳	👨 🍳	man cook
342	U+1F468 U+1F3FB U+200D U+1F373	👨🏻‍🍳	👨🏻‍🍳	👨🏻 🍳	man cook: light skin tone
343	U+1F468 U+1F3FC U+200D U+1F373	👨🏼‍🍳	👨🏼‍🍳	👨🏼 🍳	man cook: medium-light skin tone
344	U+1F468 U+1F3FD U+200D U+1F373	👨🏽‍🍳	👨🏽‍🍳	👨🏽 🍳	man cook: medium skin tone
345	U+1F468 U+1F3FE U+200D U+1F373	👨🏾‍🍳	👨🏾‍🍳	👨🏾 🍳	man cook: medium-dark skin tone
346	U+1F468 U+1F3FF U+200D U+1F373	👨🏿‍🍳	👨🏿‍🍳	👨🏿 🍳	man cook: dark skin tone
347	U+1F469 U+200D U+1F373	👩‍🍳	👩‍🍳	👩 🍳	woman cook
348	U+1F469 U+1F3FB U+200D U+1F373	👩🏻‍🍳	👩🏻‍🍳	👩🏻 🍳	woman cook: light skin tone
349	U+1F469 U+1F3FC U+200D U+1F373	👩🏼‍🍳	👩🏼‍🍳	👩🏼 🍳	woman cook: medium-light skin tone
350	U+1F469 U+1F3FD U+200D U+1F373	👩🏽‍🍳	👩🏽‍🍳	👩🏽 🍳	woman cook: medium skin tone
351	U+1F469 U+1F3FE U+200D U+1F373	👩🏾‍🍳	👩🏾‍🍳	👩🏾 🍳	woman cook: medium-dark skin tone
352	U+1F469 U+1F3FF U+200D U+1F373	👩🏿‍🍳	👩🏿‍🍳	👩🏿 🍳	woman cook: dark skin tone
353	U+1F9D1 U+200D U+1F527	🧑‍🔧	🧑‍🔧	🧑 🔧	mechanic
354	U+1F9D1 U+1F3FB U+200D U+1F527	🧑🏻‍🔧	🧑🏻‍🔧	🧑🏻 🔧	mechanic: light skin tone
355	U+1F9D1 U+1F3FC U+200D U+1F527	🧑🏼‍🔧	🧑🏼‍🔧	🧑🏼 🔧	mechanic: medium-light skin tone
356	U+1F9D1 U+1F3FD U+200D U+1F527	🧑🏽‍🔧	🧑🏽‍🔧	🧑🏽 🔧	mechanic: medium skin tone
357	U+1F9D1 U+1F3FE U+200D U+1F527	🧑🏾‍🔧	🧑🏾‍🔧	🧑🏾 🔧	mechanic: medium-dark skin tone
358	U+1F9D1 U+1F3FF U+200D U+1F527	🧑🏿‍🔧	🧑🏿‍🔧	🧑🏿 🔧	mechanic: dark skin tone
359	U+1F468 U+200D U+1F527	👨‍🔧	👨‍🔧	👨 🔧	man mechanic
360	U+1F468 U+1F3FB U+200D U+1F527	👨🏻‍🔧	👨🏻‍🔧	👨🏻 🔧	man mechanic: light skin tone
361	U+1F468 U+1F3FC U+200D U+1F527	👨🏼‍🔧	👨🏼‍🔧	👨🏼 🔧	man mechanic: medium-light skin tone
362	U+1F468 U+1F3FD U+200D U+1F527	👨🏽‍🔧	👨🏽‍🔧	👨🏽 🔧	man mechanic: medium skin tone
363	U+1F468 U+1F3FE U+200D U+1F527	👨🏾‍🔧	👨🏾‍🔧	👨🏾 🔧	man mechanic: medium-dark skin tone
364	U+1F468 U+1F3FF U+200D U+1F527	👨🏿‍🔧	👨🏿‍🔧	👨🏿 🔧	man mechanic: dark skin tone
365	U+1F469 U+200D U+1F527	👩‍🔧	👩‍🔧	👩 🔧	woman mechanic
366	U+1F469 U+1F3FB U+200D U+1F527	👩🏻‍🔧	👩🏻‍🔧	👩🏻 🔧	woman mechanic: light skin tone
367	U+1F469 U+1F3FC U+200D U+1F527	👩🏼‍🔧	👩🏼‍🔧	👩🏼 🔧	woman mechanic: medium-light skin tone
368	U+1F469 U+1F3FD U+200D U+1F527	👩🏽‍🔧	👩🏽‍🔧	👩🏽 🔧	woman mechanic: medium skin tone
369	U+1F469 U+1F3FE U+200D U+1F527	👩🏾‍🔧	👩🏾‍🔧	👩🏾 🔧	woman mechanic: medium-dark skin tone
370	U+1F469 U+1F3FF U+200D U+1F527	👩🏿‍🔧	👩🏿‍🔧	👩🏿 🔧	woman mechanic: dark skin tone
371	U+1F9D1 U+200D U+1F3ED	🧑‍🏭	🧑‍🏭	🧑 🏭	factory worker
372	U+1F9D1 U+1F3FB U+200D U+1F3ED	🧑🏻‍🏭	🧑🏻‍🏭	🧑🏻 🏭	factory worker: light skin tone
373	U+1F9D1 U+1F3FC U+200D U+1F3ED	🧑🏼‍🏭	🧑🏼‍🏭	🧑🏼 🏭	factory worker: medium-light skin tone
374	U+1F9D1 U+1F3FD U+200D U+1F3ED	🧑🏽‍🏭	🧑🏽‍🏭	🧑🏽 🏭	factory worker: medium skin tone
375	U+1F9D1 U+1F3FE U+200D U+1F3ED	🧑🏾‍🏭	🧑🏾‍🏭	🧑🏾 🏭	factory worker: medium-dark skin tone
